lambda,E
0.5000000000000002,0.17914051112673454
0.5000000000000002,0.300505940002002
0.5000000000000002,0.1366776460290238
0.5000000000000002,0.15166522798536577
0.5000000000000002,0.13551438784003514
0.5000000000000002,0.16338983531339446
0.5000000000000002,0.19148602355900204
0.5000000000000002,0.14052813909299097
0.5000000000000002,0.21061994169689718
0.5000000000000002,0.27315439185439133
0.5000000000000002,0.1277551816926325
0.5000000000000002,0.15233672776881743
0.5000000000000002,0.17030792244084275
0.5000000000000002,0.13666048277161164
0.5000000000000002,0.12738905875074463
0.5000000000000002,0.1340138030645494
0.5000000000000002,0.27758314524435634
0.5000000000000002,0.10862500099281994
0.5000000000000002,0.2437445378015749
0.5000000000000002,0.13740423923574058
0.5000000000000002,0.0664986395369235
0.5000000000000002,0.1498447468834486
0.5000000000000003,0.13814644004776297
0.5000000000000003,0.11640071672655283
0.5000000000000003,0.1794910571498604
0.5000000000000003,0.19302694650304647
0.5000000000000003,0.13150678139901678
0.5000000000000003,0.09487697411637594
0.5000000000000003,0.18267591436254887
0.5000000000000003,0.17881124796844428
0.5000000000000003,0.22153141772921625
0.5000000000000004,0.11274062987129277
0.5000000000000004,0.12646018782997046
0.5000000000000004,0.16872178274539862
0.5000000000000004,0.12396995690129514
0.5000000000000004,0.18806954389455394
0.5000000000000004,0.1444738171739458
0.5000000000000006,0.12738425473556023
0.5000000000000006,0.15847716904927284
0.5000000000000007,0.18001369710978926
0.5000000000000007,0.30856040432879084
0.5666666666666667,0.1765847101369032
0.6333333333333334,0.40394177144664645
0.6590909090909088,0.3155741926844672
0.6590909090909091,0.19118249431816628
0.666666666666666,0.1481194560442169
0.6666666666666662,0.08056623953102826
0.6666666666666662,0.1046516262453844
0.6666666666666662,0.1562019822185432
0.6666666666666663,0.17030434124822355
0.6666666666666663,0.09884391836786313
0.6666666666666663,0.1185951848807073
0.6666666666666664,0.22972125331729054
0.6666666666666664,0.07415798357366786
0.6666666666666664,0.1251691090222304
0.6666666666666664,0.08841117354792866
0.6666666666666664,0.11560492424438333
0.6666666666666665,0.1463898131286781
0.6666666666666665,0.16412844006069052
0.6666666666666665,0.16355782718848824
0.6666666666666665,0.4080886758704631
0.6666666666666665,0.2551577879515995
0.6666666666666665,0.15992894682621087
0.6666666666666665,0.20380161042072248
0.6666666666666665,0.0881479638777108
0.6666666666666665,0.1644930334224169
0.6666666666666666,0.11064168906596741
0.6666666666666666,0.10477459202709447
0.6666666666666666,0.08834115859895433
0.6666666666666666,0.09716683110865823
0.6666666666666666,0.15847995404109072
0.6666666666666666,0.1519749143559394
0.6666666666666666,0.12631434255774915
0.6666666666666666,0.19198535191609034
0.6666666666666666,0.1618947595220026
0.6666666666666666,0.22673049230946335
0.6666666666666666,0.08376439962321745
0.6666666666666667,0.19380172649575872
0.6666666666666667,0.318621997270323
0.6666666666666667,0.24682985077246503
0.6666666666666667,0.20479507267567193
0.6666666666666667,0.13192806178326116
0.6666666666666667,0.10166101943698619
0.6666666666666667,0.12455078813846258
0.6666666666666667,0.0839972016273437
0.6666666666666667,0.19884560113920038
0.6666666666666667,0.11370687211862367
0.6666666666666667,0.08784864641807585
0.6666666666666667,0.09997414714746466
0.6666666666666667,0.07730806864430678
0.6666666666666667,0.56850527313203
0.6666666666666669,0.12890692063924492
0.6666666666666669,0.06588483842309374
0.6666666666666669,0.14533686165260234
0.6666666666666669,0.1240226921491343
0.6666666666666669,0.29600177229525576
0.6666666666666669,0.07369567039753616
0.6666666666666669,0.11996772403582706
0.6666666666666669,0.1425513799622598
0.666666666666667,0.14252002157041155
0.666666666666667,0.18283444487868988
0.666666666666667,0.18442124161694676
0.666666666666667,0.1481216930349737
0.666666666666667,0.2775020458045381
0.666666666666667,0.15185708314938728
0.666666666666667,0.14514158903450933
0.666666666666667,0.11444232744828053
0.666666666666667,0.055117705038275504
0.666666666666667,0.19151218618493865
0.666666666666667,0.12404433779016077
0.666666666666667,0.14632873773634997
0.666666666666667,0.20148070475134994
0.666666666666667,0.14360719976668862
0.666666666666667,0.3959766762330242
0.666666666666667,0.24204295897024689
0.6666666666666671,0.1535830663102238
0.6666666666666671,0.0866643557491837
0.6666666666666671,0.14568729088493843
0.6666666666666671,0.06977093877167748
0.6666666666666671,0.07663000407539736
0.6666666666666671,0.30950484304737697
0.6666666666666671,0.24700846136802918
0.6666666666666673,0.2531342115992918
0.6666666666666674,0.30492380002545116
0.7000000000000004,0.21055858839699343
0.7222222222222223,0.3737852080921169
0.733333333333334,0.09664675953078714
0.7499999999999996,0.1679996318027292
0.7499999999999996,0.11002943671145639
0.7499999999999997,0.08969688188312902
0.7499999999999997,0.23567427300692256
0.7499999999999997,0.06560361051028492
0.7499999999999997,0.17599691008976495
0.7499999999999998,0.07939481643284807
0.7499999999999998,0.10117610466079197
0.7499999999999998,0.17036935852996654
0.7499999999999998,0.09020458390705689
0.7499999999999999,0.10298414236333817
0.7499999999999999,0.17984389844606835
0.7499999999999999,0.23987473883905086
0.7499999999999999,0.20373216600815616
0.7499999999999999,0.11616820767317806
0.7499999999999999,0.12147107525795106
0.7499999999999999,0.1281891876814632
0.75,0.10067746441860873
0.75,0.0738173179152792
0.75,0.18768207363856884
0.75,0.09636840493291131
0.75,0.22737049903722517
0.75,0.1522320833898948
0.75,0.11326608895410774
0.75,0.0974944775494904
0.7500000000000001,0.18039104748029286
0.7500000000000001,0.1298986658789511
0.7500000000000001,0.13776099845243361
0.7500000000000001,0.3269810578556526
0.7500000000000001,0.12377106783872843
0.7500000000000002,0.2169547596922563
0.7500000000000002,0.2932342868334012
0.7500000000000002,0.14895587992174003
0.7500000000000002,0.19500574372454382
0.7500000000000003,0.09048698280671458
0.7687499999999999,0.15832872065077347
0.784561610051744,0.11037392505721363
0.7888888888888891,0.2123384867648071
0.7898550724637684,0.1992897974505657
0.7999999999999997,0.18797255036666233
0.7999999999999998,0.0895472700342641
0.7999999999999999,0.1583329573153281
0.7999999999999999,0.09437722137267782
0.7999999999999999,0.13457042275399525
0.8,0.07735913337420054
0.8000000000000002,0.3447139647179709
0.8000000000000002,0.13372225504847113
0.8000000000000002,0.08119846107809975
0.8000000000000002,0.19199594773805334
0.8000000000000003,0.30128204065332
0.8000000000000003,0.06374645791985056
0.8000000000000004,0.05283528490991733
0.8000000000000005,0.16036381402502398
0.8293650793650789,0.08567587648732036
0.8333333333333328,0.21685424486169205
0.8333333333333329,0.06678254366294901
0.8333333333333331,0.06974161823450131
0.8333333333333331,0.13601858138114425
0.8333333333333331,0.11514770979279974
0.8333333333333333,0.13713137556899685
0.8333333333333333,0.18982638231975701
0.8333333333333334,0.05998490258212099
0.8333333333333334,0.12712857967713748
0.8333333333333334,0.19766849330469316
0.8333333333333334,0.08206375115797489
0.8333333333333336,0.2521563817306667
0.8333333333333336,0.2185638452660515
0.8333333333333337,0.16379612059916493
0.8333333333333338,0.30319245346575263
0.8333333333333339,0.2217578426288056
0.8488888888888886,0.24015104563798306
0.8552451220387631,0.16770579604110764
0.8571428571428565,0.14776592776481895
0.8571428571428569,0.07107363609930019
0.8571428571428569,0.06508732452936077
0.857142857142857,0.062463040466714345
0.857142857142857,0.200595042612978
0.857142857142857,0.2044087368788592
0.8571428571428571,0.07797199896374603
0.8571428571428572,0.12159457172117633
0.8571428571428573,0.1328836524205118
0.8571428571428573,0.22721993715093286
0.8571428571428574,0.19899638624333554
0.8571428571428577,0.07860418106407979
0.8571428571428577,0.2498619651974635
0.8583333333333337,0.26349654138747175
0.8749999999999994,0.14950548382193124
0.8749999999999996,0.22330267778902135
0.8749999999999998,0.07932331185396488
0.8749999999999998,0.14880565181754185
0.8749999999999999,0.10429086783200014
0.875,0.13355307385699144
0.875,0.1269622114617414
0.8750000000000002,0.18756710753584688
0.8750000000000003,0.18065930556187162
0.8750000000000006,0.13077036153139615
0.8750000000000007,0.135476950612631
0.8833665539249448,0.0996705606172292
0.8888888888888885,0.2718104135712551
0.8888888888888887,0.07160859452159066
0.888888888888889,0.13604339716003022
0.888888888888889,0.15082118103906647
0.888888888888889,0.11228094295798745
0.8888888888888892,0.24036879223040958
0.8888888888888893,0.3294287183595582
0.8888888888888893,0.16014246192932702
0.8990384615384617,0.2950653649399432
0.899749373433584,0.3026152140953058
0.8999999999999996,0.07505809583393837
0.8999999999999999,0.10000791470111886
0.8999999999999999,0.2112243142192336
0.8999999999999999,0.12581794069690838
0.9000000000000001,0.17395227669460187
0.9000000000000001,0.23344114059799775
0.9000000000000002,0.14838241764410118
0.9000000000000007,0.09204999266252217
0.9090909090909083,0.12296644409750637
0.9090909090909087,0.13519432540842047
0.9090909090909087,0.10894574196675402
0.909090909090909,0.1922716712788386
0.9090909090909092,0.13778972234864476
0.9090909090909093,0.10790131021779402
0.9090909090909093,0.14388556556677398
0.9118592362021727,0.14390236389596087
0.9166666666666667,0.3166218284585824
0.9166666666666669,0.05343863210345453
0.916666666666667,0.17943560440236048
0.9230769230769232,0.26488132235448175
0.9230769230769239,0.18648899580029707
0.9285714285714285,0.2810404839781818
0.9312713436244798,0.09080012329697312
0.933333333333333,0.2637385645697012
0.9333333333333332,0.39423264388650847
0.9333333333333333,0.2212637378886106
0.933333333333334,0.1097308110441439
0.9375,0.11837539051938524
0.9375000000000002,0.17214072800760005
0.9375000000000002,0.11849913334699297
0.9411764705882352,0.17668276049089265
0.9411764705882355,0.12272375296784538
0.9444444444444439,0.17140411399291078
0.9444444444444444,0.08966797652866934
0.9444444444444451,0.14299150596180768
0.9444444444444451,0.19013351557895633
0.9473684210526309,0.10110180811787171
0.9473684210526312,0.2450429889129941
0.9473684210526316,0.13123793479228862
0.947368421052632,0.2666454672549731
0.9499999999999997,0.16701021907616478
0.9500000000000001,0.2050607122417844
0.9523809523809521,0.13432991701013947
0.9545454545454547,0.17789160751502917
0.9565217391304348,0.2993654856900711
0.9583333333333337,0.09877993673093186
0.9599999999999997,0.16615229596145817
0.961538461538462,0.21709567779563232
0.9642857142857141,0.6714300140346459
0.9655172413793105,0.2573383582431472
0.9666666666666668,0.2094325928496402
0.9852941176470591,0.14357379651212118
0.9999999999999991,0.1387831519783898
0.9999999999999993,0.11572500267206788
0.9999999999999996,0.21403076282559264
0.9999999999999998,0.1321412667421492
0.9999999999999998,0.12437346502633678
0.9999999999999998,0.07907733210532472
1.0,0.12282352467232163
1.0,0.13533849106475399
1.0,0.08501418233312558
1.0,0.08867998282030903
1.0,0.15899701404731403
1.0,0.08661301341714397
1.0,0.08320792394766371
1.0000000000000002,0.17162160607082427
1.0000000000000002,0.06391718638816811
1.0000000000000002,0.12123826274063473
1.0000000000000002,0.2144671139455387
1.0000000000000004,0.10246750314316437
1.0347160587515953,0.18029014377949487
1.0348158557807416,0.12330280166383073
1.041119154555616,0.09255775589440399
